site,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate,normalized_alexa_rank,normalized_total_sites_linked_in,train_mask,test_mask,unlabel_mask,label,class_factorized
juliadavisnews.blogspot.com,0.09241287674919267,0.0,0.0,2.7425445450179547e-06,0.0,9.075871232508073e-07,0.14644406114040787,False,False,True,9,9
crazybags.co.uk,0.28179921027573074,0.027777777777777776,0.0,5.180361918367248e-06,0.0,2.3552601727460072e-07,0.18883243545536713,False,False,True,9,9
chrisdale.wordpress.com,0.09241287674919267,0.0,0.0,5.180361918367248e-06,0.0,9.075871232508073e-07,0.18883243545536713,False,False,True,9,9
imowired.com,0.17641728226025857,0.027777777777777776,0.0,6.399270605041894e-06,0.0,4.314185291440129e-07,0.20291609451858425,True,False,False,right,1
wainsurance.info,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
streetcarnage.com,0.13097773291025444,0.027777777777777776,0.03875432525951557,5.424143655702177e-05,0.5329999999999999,6.13149040851857e-07,0.3453636168476264,False,False,True,9,9
jesuswasnotajew.org,0.7082344206520067,0.027777777777777776,0.0,3.351998888355278e-06,0.0,3.80706150144828e-08,0.15981867559651164,False,False,True,9,9
jaysonblair.com,0.09241287674919267,0.0,0.0,2.1330902016806315e-06,0.0,9.075871232508073e-07,0.12969406394838032,False,False,True,9,9
lifesupportscounselling.com.au,0.0682726685316836,0.10833333333333332,0.04982698961937716,7.618179291716541e-06,0.45,1.2611719221422324e-06,0.2145366718370947,False,False,True,9,9
appsplit.com,0.010058135150640532,0.07222222222222222,0.03091118800461361,0.0014824976901680388,0.467,9.095386483364199e-06,0.5658429384394598,False,False,True,9,9
stotan.org,0.09241287674919267,0.0,0.0,3.0472717166866163e-06,0.0,9.075871232508073e-07,0.15346629362220784,False,False,True,9,9
micef.org,0.09241287674919267,0.0,0.0,1.82836303001197e-06,0.0,9.075871232508073e-07,0.11941998827386444,False,False,True,9,9
annemariewaters.org,0.09241287674919267,0.0,0.0,6.703997776710556e-06,0.0,9.075871232508073e-07,0.20601663330017211,False,False,True,9,9
originalelf.com,0.09241287674919267,0.0,0.0,5.485089090035909e-06,0.0,9.075871232508073e-07,0.19264201884406837,False,False,True,9,9
forksmealplanner.com,0.022711134062385407,0.09166666666666666,0.039907727797001157,2.3159265046818284e-05,0.345,3.9766309374979225e-06,0.28864149100160347,False,False,True,9,9
arizonensis.org,0.17086622002862584,0.05555555555555555,0.027220299884659748,5.088943766866649e-05,0.0,4.4843663648439896e-07,0.34111205860005267,False,False,True,9,9
glenmary.org,0.09241287674919267,0.0,0.0,4.235707686194397e-05,0.0,9.075871232508073e-07,0.3288805385725321,False,False,True,9,9
radiotimes.com,0.0004874784123304037,0.041666666666666664,0.026066897347174163,0.0009187524225810149,0.7809999999999999,0.00018944513297719284,0.5339533289063556,False,False,True,9,9
zenith.news,0.1005355146737009,0.027777777777777776,0.011764705882352941,9.14181515005985e-06,0.8420000000000001,8.267934730155935e-07,0.2266883241924118,False,False,True,9,9
thisnation.com,0.09241287674919267,0.0,0.0,9.29417873589418e-05,0.0,9.075871232508073e-07,0.38125628859079763,False,False,True,9,9
whatdowedoallday.com,0.014235940660523545,0.041666666666666664,0.02445213379469435,0.00014017449896758436,0.735,6.399070804810684e-06,0.408643575241678,False,False,True,9,9
iamawake.co,0.44011972284980894,0.027777777777777776,0.0,1.3712722725089773e-05,0.0,1.1755934859667974e-07,0.25371239705895526,False,False,True,9,9
supermama.me,0.0012133822850991848,0.11666666666666667,0.13725490196078433,6.947779514045485e-05,0.506,7.606325624209129e-05,0.3618635215718074,False,False,True,9,9
iz.ru,0.00015996684961970214,0.034166666666666665,0.03275663206459054,0.0003940122329675795,0.883,0.0005772748459297807,0.4775254928537234,False,False,True,9,9
ar15.com,0.0016604762299057237,0.16666666666666666,0.1033448673587082,0.00032941007257382323,0.426,5.555899180644968e-05,0.4655899847468372,False,False,True,9,9
secularism.org.uk,0.10195701096535326,0.027777777777777776,0.01707035755478662,0.00025840864157502505,1.0,8.139778034298247e-07,0.44941005770448444,False,False,True,9,9
grantspace.org,0.009479999615562047,0.044444444444444446,0.02629757785467128,0.00011244432634573614,0.669,9.655696798569346e-06,0.3939520220449156,False,False,True,9,9
en.mercopress.com,0.025882839576999963,0.03333333333333333,0.023760092272203,0.00046227111942135973,0.835,3.4780085633803316e-06,0.4881740671490257,False,True,False,center,0
nurecreation.com,0.09241287674919267,0.0,0.0,1.4322177068427096e-05,0.0,9.075871232508073e-07,0.2566106608310276,False,False,True,9,9
drinktruce.com,0.13580889811211394,0.05555555555555555,0.01061130334486736,4.570907575029925e-06,0.0,5.880499173155238e-07,0.1804903664887513,False,False,True,9,9
quadrant.org.au,0.06308441961698151,0.049999999999999996,0.04452133794694348,0.00022275556248979166,0.63,1.372494576741399e-06,0.43951478508195835,True,False,False,right,1
remembermarybarbour.wordpress.com,0.4317001620553827,0.05555555555555555,0.0,1.1884359695077803e-05,0.0,1.2165449256803165e-07,0.2441747881538315,False,False,True,9,9
americangunfacts.com,0.37042953178414695,0.027777777777777776,0.0,1.0055996665065834e-05,0.0,1.570621582729569e-07,0.23304070616671557,False,False,True,9,9
technocracy.news,0.017456902287701533,0.03333333333333333,0.02768166089965398,4.174762251860664e-05,0.835,5.2013377185646435e-06,0.3279145859478356,False,False,True,9,9
aljazeera.com,0.0002058036823241344,0.04833333333333333,0.03690888119953864,0.0058038337116013295,0.622,0.00044874066262014174,0.6568056235460102,False,False,True,9,9
wollheim-memorial.de,0.22109664252593475,0.027777777777777776,0.0,5.3327255042015786e-05,0.0,3.2556234706245513e-07,0.34423073578547503,False,False,True,9,9
browardpalmbeach.com,0.020577226191461927,0.05277777777777777,0.03852364475201846,0.000582638352230481,0.602,4.398598686866657e-06,0.5035977837283312,False,False,True,9,9
icds.ee,0.05306417378369747,0.05555555555555555,0.017531718569780853,2.773017262184821e-05,0.889,1.6491163937393809e-06,0.30064682153200784,False,False,True,9,9
janicemag.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
idahostatesman.com,0.005262179290031819,0.041666666666666664,0.029988465974625143,0.0009714702232796933,0.7290000000000001,1.74690097239339e-05,0.5376719700912951,False,True,False,center,0
mepc.org,0.027303966216775687,0.030555555555555558,0.02306805074971165,0.00021117592996638252,0.865,3.2921746101233822e-06,0.43595680068529985,False,False,True,9,9
erieevents.com,0.09241287674919267,0.0,0.0,1.310326838175245e-05,0.0,9.075871232508073e-07,0.2506823496265912,False,False,True,9,9
independentvoting.org,0.24873227888903346,0.05555555555555555,0.02422145328719723,2.1635629188474978e-05,0.0,2.7912281935856073e-07,0.28410575731508525,False,False,True,9,9
annahar.com,0.0016733216326192642,0.04722222222222222,0.03275663206459054,0.00031813516722208274,0.665,5.513180242806388e-05,0.463268777085819,False,False,True,9,9
cis.org,0.01632567513218751,0.03611111111111111,0.02698961937716263,0.0005293110971884653,0.826,5.56814647753501e-06,0.4972000702149781,True,False,False,right,1
genderspectrum.org,0.08532628062196146,0.027777777777777776,0.01637831603229527,6.125016150540098e-05,0.87,9.906399535782316e-07,0.3534629624176043,False,False,True,9,9
nhitm.ac.in,0.5961312049764014,0.027777777777777776,0.0,1.2189086866746465e-06,0.0,6.260821175389065e-08,0.09239591540732099,False,False,True,9,9
realsikhism.com,0.09241287674919267,0.0,0.0,4.3575985548618615e-05,0.0,9.075871232508073e-07,0.33077143318013913,False,False,True,9,9
sookton.com,0.09241287674919267,0.0,0.0,4.875634746698586e-06,0.0,9.075871232508073e-07,0.18479183081464198,False,False,True,9,9
pwc.com,0.0005605770709376737,0.05555555555555555,0.03229527104959631,0.0022644276126698244,0.6509999999999999,0.00016473371071848726,0.5940752756289533,False,False,True,9,9
capecod.com,0.018394709098759152,0.044444444444444446,0.01453287197231834,7.770542877550871e-05,0.731,4.931450846024821e-06,0.36932280194411843,False,False,True,9,9
tmoamerica.org,0.7188573838701664,0.027777777777777776,0.0,4.570907575029925e-06,0.0,3.614238534307546e-08,0.1804903664887513,False,False,True,9,9
thevoodle.com,0.06118034280036433,0.058333333333333334,0.05513264129181084,1.1579632523409142e-05,0.529,1.418085891790342e-06,0.24244353329794294,False,False,True,9,9
thecommonsjournal.org,0.12185278392221341,0.027777777777777776,0.0,2.7425445450179546e-05,0.0,6.659850308006532e-07,0.29991035476261574,False,False,True,9,9
orbitt.net,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
lflus.com,0.09241287674919267,0.0,0.0,9.019924281392384e-05,0.0,9.075871232508073e-07,0.3792599793554995,False,False,True,9,9
un.int,0.018382880238706396,0.044444444444444446,0.027450980392156862,0.00043423621962784283,0.669,4.934683543103797e-06,0.48400427800158113,False,False,True,9,9
business2community.com,0.0009914987461408342,0.03611111111111111,0.024682814302191464,0.0015605078461152163,0.8420000000000001,9.310424056419936e-05,0.5692609291771404,False,True,False,center,0
asx.com.au,0.0007506705485042407,0.0875,0.05144175317185698,0.0009385596887394778,0.479,0.0001229996712766489,0.5353749485744208,False,False,True,9,9
uproxx.com,0.00123925791646459,0.041666666666666664,0.026066897347174163,0.0015858002013637153,0.664,7.447324898095111e-05,0.5703325094224171,True,False,False,left,2
worksindy.com,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
zipkithomes.com,0.017461985001005452,0.12222222222222223,0.06089965397923876,1.4931631411764421e-05,0.188,5.199796858539214e-06,0.25938812789676063,False,False,True,9,9
whendogstalk.com,0.09241287674919267,0.0,0.0,1.82836303001197e-06,0.0,9.075871232508073e-07,0.11941998827386444,False,False,True,9,9
allsides.com,0.003167269692094773,0.049999999999999996,0.06205305651672434,7.892433746218337e-05,0.5529999999999999,2.908422507754873e-05,0.37036017019289835,False,False,True,9,9
kidsclick.com,0.09241287674919267,0.0,0.0,1.7369448785113712e-05,0.0,9.075871232508073e-07,0.2694676061644864,False,False,True,9,9
truthuncensored.net,0.058138754746330096,0.030555555555555558,0.023298731257208764,4.235707686194397e-05,0.758,1.49710904955123e-06,0.3288805385725321,True,False,False,right,1
rogerebert.com,0.0012109795479009686,0.041666666666666664,0.029988465974625143,0.0011930068770828104,0.762,7.621434723022501e-05,0.5513632281672493,False,False,True,9,9
liberal.guide,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
state.ia.us,0.015057491956375164,0.12222222222222223,0.06943483275663206,0.0010308920217550824,0.154,6.044891357716583e-06,0.5416288966739751,False,False,True,9,9
careprost.net,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
zulunation.com,0.31476023639976813,0.05555555555555555,0.0,7.343924837214746e-05,0.0,2.0118495040698002e-07,0.36555932686889797,False,False,True,9,9
gercekhaberajansi.org,0.6768677030719549,0.08333333333333333,0.0,6.094543433373233e-07,0.0,4.411735229612509e-08,0.046197957703660496,False,False,True,9,9
worldbank.org,0.00021005467890559387,0.058888888888888886,0.042906574394463666,0.009635473168163081,0.614,0.00043966136557655865,0.6905924689543232,False,False,True,9,9
adask.wordpress.com,0.09241287674919267,0.0,0.0,2.254981070348096e-05,0.0,9.075871232508073e-07,0.28686406394817854,False,False,True,9,9
thelittlesistersofthepoor.com,0.09241287674919267,0.0,0.0,4.570907575029925e-06,0.0,9.075871232508073e-07,0.1804903664887513,False,False,True,9,9
gemsnt.com,0.16970542072297992,0.1111111111111111,0.01637831603229527,1.3407995553421111e-05,0.0,4.521360911166739e-07,0.25221459100383264,False,False,True,9,9
breakingdefense.com,0.01528048445096346,0.049999999999999996,0.03160322952710496,0.0002056908408763466,0.621,5.955328456126884e-06,0.43420276354770654,False,False,True,9,9
fimfiction.net,0.0021209700552407766,0.1472222222222222,0.0978085351787774,0.0001374319544225664,0.386,4.3476778927533946e-05,0.4073266365010193,False,False,True,9,9
scottrasmussen.com,0.14673414415240302,0.027777777777777776,0.03967704728950404,2.7425445450179547e-06,0.7,5.373853646516881e-07,0.14644406114040787,False,False,True,9,9
fox4news.com,0.005242033262754468,0.03888888888888888,0.028604382929642444,0.0002050813865330093,0.72,1.7536500074698027e-05,0.43400499021422384,False,False,True,9,9
right180.com,0.09241287674919267,0.0,0.0,6.0945434333732325e-06,0.0,9.075871232508073e-07,0.19966425132586837,False,False,True,9,9
freestartr.com,0.09241287674919267,0.0,0.0,2.437817373349293e-06,0.0,9.075871232508073e-07,0.13859387311098148,False,False,True,9,9
hiamag.com,0.002170965471557506,0.06666666666666667,0.04405997693194925,7.435342988715343e-05,0.721,4.2473461649361186e-05,0.3663838680795713,False,False,True,9,9
monomakhos.com,0.020825817078508144,0.07777777777777777,0.07612456747404844,4.631853009363657e-05,0.356,4.344991204717367e-06,0.33483944870526394,False,False,True,9,9
leohohmann.com,0.12641197775582866,0.027777777777777776,0.038985005767012686,1.4322177068427096e-05,1.0,6.386325518780347e-07,0.2566106608310276,False,False,True,9,9
eureferendum.com,0.4998431751913318,0.027777777777777776,0.0,0.0001048261470540196,0.0,9.247094083875687e-08,0.3892762227375727,False,False,True,9,9
qaiairport.com,0.09482346904978767,0.049999999999999996,0.02837370242214533,3.565307908523341e-05,0.487,8.821652503936928e-07,0.3173968187240354,False,False,True,9,9
lpnewyork.org,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
english.ahram.org.eg,0.0005045748116254036,0.08944444444444445,0.08512110726643599,0.0024119155637574567,0.593,0.00018302424925624875,0.5982808134374639,True,False,False,center,0
rucares.org,0.23237749367155985,0.027777777777777776,0.0,4.0528713831931996e-05,0.0,3.0527158923024185e-07,0.32593963954266275,False,False,True,9,9
thelott.com,0.001404769544234022,0.09916666666666665,0.04659746251441753,2.5597082420167576e-05,0.1889999999999999,6.56884114232184e-05,0.29531200992590523,False,False,True,9,9
alpineavalanche.com,0.1966997110800932,0.1388888888888889,0.01983852364475202,4.113816817526932e-05,0.0,3.7740436700807036e-07,0.3269344276291592,False,False,True,9,9
darienafterschool.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
everydayinbox.com,0.09241287674919267,0.0,0.0,3.351998888355278e-06,0.0,9.075871232508073e-07,0.15981867559651164,False,False,True,9,9
nj1015.com,0.005421684074805711,0.03888888888888888,0.02698961937716263,0.00027364500015845814,0.762,1.6952365234198543e-05,0.4532283734305029,False,False,True,9,9
almodon.com,0.0008757052957806456,0.07777777777777777,0.07151095732410612,0.00033733297903720843,0.416,0.00010542622081926973,0.4671740526151195,False,False,True,9,9
kapitari.org,0.09241287674919267,0.0,0.0,3.351998888355278e-06,0.0,9.075871232508073e-07,0.15981867559651164,False,False,True,9,9
azcapitoltimes.com,0.02541375134553283,0.041666666666666664,0.02122260668973472,0.0001907592094645822,0.488,3.5439113342562337e-06,0.42917989775680193,False,True,False,center,0
news12.com,0.0026249903890512073,0.04722222222222222,0.03044982698961938,0.0009766505851980605,0.633,3.511142046085153e-05,0.538026434432534,False,False,True,9,9
classifiedsfactor.com,0.002527402293615964,0.1472222222222222,0.05328719723183391,2.4987628076830253e-05,0.3379999999999999,3.647066170772885e-05,0.29370591860816825,False,False,True,9,9
livefootballespn.de,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
revcycleintelligence.com,0.025762055826305016,0.03888888888888888,0.022145328719723183,3.169162585354081e-05,0.6890000000000001,3.494748196281172e-06,0.309546630694609,False,False,True,9,9
adespresso.com,0.0026670382900199907,0.058333333333333334,0.03852364475201846,6.185961584873832e-05,0.713,3.455642429957312e-05,0.3541228644864704,False,False,True,9,9
thesaturdaypaper.com.au,0.03214982508073197,0.05555555555555555,0.03298731257208766,5.9726525647057684e-05,0.684,2.78202606230423e-06,0.3517840433040816,False,False,True,9,9
digibridge.net,0.09241287674919267,0.0,0.0,4.875634746698586e-06,0.0,9.075871232508073e-07,0.18479183081464198,False,False,True,9,9
lifenews.com,0.00819046904387324,0.03611111111111111,0.026066897347174163,0.0010360723836734496,0.787,1.1190449407154763e-05,0.5419629804034434,True,False,False,right,1
radiozamaneh.com,0.008686819101243212,0.03888888888888888,0.02306805074971165,0.00036201587994237004,0.8340000000000001,1.0545772714106837e-05,0.47188068271444444,False,False,True,9,9
wegotthiscovered.com,8.215512958516187e-05,0.044444444444444446,0.02952710495963091,0.001276197394948355,0.741,0.001123503196483612,0.5558559395812586,False,False,True,9,9
nationalarchives.gov.uk,0.0037405073398076626,0.05277777777777777,0.03044982698961938,0.0028580361430803774,0.7070000000000001,2.461297755911239e-05,0.6095921412455851,False,False,True,9,9
passwordpit.com,0.5499676924259809,0.027777777777777776,0.0,3.65672606002394e-06,0.0,7.562046888617855e-08,0.16561794597752494,False,False,True,9,9
mckinsey.org,0.7932396586190988,0.08333333333333333,0.0,1.2189086866746465e-06,0.0,2.408772004571266e-08,0.09239591540732099,False,False,True,9,9
ociac.org,0.09241287674919267,0.0,0.0,1.82836303001197e-06,0.0,9.075871232508073e-07,0.11941998827386444,False,False,True,9,9
saskatoon.ca,0.02702275355161523,0.061111111111111116,0.04267589388696655,9.659851341896573e-05,0.409,3.3273962479511402e-06,0.383828295102052,False,False,True,9,9
palmettostatearmory.com,0.001068478749452915,0.15,0.09365628604382929,9.111342432892983e-05,0.348,8.639034171500017e-05,0.37993208149943714,False,False,True,9,9
conservativegreat.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
freerakembalogun.org,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
thewildwest3.com,0.3705986475177137,0.027777777777777776,0.0,7.922906463385203e-06,0.0,1.5694831501166916e-07,0.21715071528728802,False,False,True,9,9
news-by-conservatives.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
flowingdata.com,0.008601983995552348,0.044444444444444446,0.0223760092272203,0.0006959968600912232,0.6629999999999999,1.0650688267508004e-05,0.5154466418049587,False,False,True,9,9
middle-east-online.com,0.004588396331870497,0.049999999999999996,0.0223760092272203,0.000744753207558209,0.8,2.004776451438269e-05,0.5199593338219762,False,False,True,9,9
989kbay.com,0.09241287674919267,0.0,0.0,1.2189086866746465e-06,0.0,9.075871232508073e-07,0.09239591540732099,False,False,True,9,9
aftabnews.ir,0.0016824705165663183,0.06999999999999999,0.09480968858131487,0.001740906331743064,0.556,5.483152246297762e-05,0.5765520281084443,False,False,True,9,9
wral.com,0.0009653458758679426,0.06527777777777778,0.06343713956170703,0.001392298447354115,0.461,9.56288555685012e-05,0.5616591884469456,True,False,False,center,0
eminentlyquotable.com,0.12468385523249624,0.027777777777777776,0.02906574394463668,1.2798541210083788e-05,0.923,6.487648604417891e-07,0.24911405222224475,False,False,True,9,9
forgeyourpotential.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
state.nj.us,0.00025681564130164777,0.14444444444444443,0.07058823529411765,0.0037770932928330608,0.315,0.0003596198504887404,0.6281753740104657,False,False,True,9,9
nelson.com,0.005032440648694685,0.06666666666666667,0.045213379469434836,0.00023677301238655008,0.497,1.8270700908079863e-05,0.44358220076310234,False,False,True,9,9
chiproy.com,0.3372045742201824,0.05555555555555555,0.0,1.82836303001197e-06,0.0,1.8164307705162244e-07,0.11941998827386444,False,False,True,9,9
boblivingstonletter.com,0.4723684298075444,0.027777777777777776,0.0,1.7978903128451035e-05,0.0,1.032244904803712e-07,0.27176609478015074,False,False,True,9,9
codepink.org,0.02892073111226771,0.044444444444444446,0.02837370242214533,0.000142307589169265,0.513,3.1029655310965645e-06,0.4096501681636749,True,False,False,left,2
mongertravels.com,0.510823776600149,0.1388888888888889,0.0,1.82836303001197e-06,0.0,8.84967010943498e-08,0.11941998827386444,False,False,True,9,9
infowars.com,0.00027474375731910715,0.07777777777777777,0.05974625144175317,0.002960119745589379,0.385,0.00033615509624837953,0.611931207470795,False,False,True,9,9
medmutual.com,0.010753357917647475,0.10555555555555554,0.05813148788927336,6.490688756542493e-05,0.406,8.501384822343464e-06,0.35732778788528924,False,False,True,9,9
islamreligion.com,0.013609750381480736,0.044444444444444446,0.03091118800461361,0.0003830420547875077,0.7609999999999999,6.6977446467659785e-06,0.4756434977590203,False,False,True,9,9
al-islam.org,0.0047420790995871724,0.049999999999999996,0.035063437139561705,0.0005890376228355229,0.728,1.939506812628691e-05,0.5043258226209983,False,False,True,9,9
renew911health.org,0.09241287674919267,0.0,0.0,4.266180403361263e-06,0.0,9.075871232508073e-07,0.1758920216520408,False,False,True,9,9
ladbible.com,2.0515679153999927e-05,0.03333333333333333,0.02629757785467128,0.0023372574066986345,0.848,0.004484212934174197,0.5961851459859862,False,False,True,9,9
trotsky.net,0.09241287674919267,0.0,0.0,2.1330902016806314e-05,0.0,9.075871232508073e-07,0.28316035757058816,False,False,True,9,9
sizemorelaw.com,0.09241287674919267,0.0,0.0,1.5236358583433081e-06,0.0,9.075871232508073e-07,0.10726833591854736,False,False,True,9,9
thisischile.cl,0.04049148174215451,0.030555555555555558,0.035063437139561705,8.532360806722526e-05,0.846,2.189863766938133e-06,0.37555627297790917,False,False,True,9,9
politicalgarbagechute.com,0.16171576506109606,0.027777777777777776,0.033448673587081895,1.9807266158463008e-05,0.8,4.790398193631638e-07,0.2782210935021749,False,False,True,9,9
nerdwallet.com,0.000185010764262648,0.047499999999999994,0.03021914648212226,0.0005975699836422455,0.685,0.0004991587564831439,0.5052843331343605,False,False,True,9,9
nomorefakenews.com,0.02356576920119708,0.04722222222222222,0.03829296424452134,0.000181922121486191,0.617,3.829063750652152e-06,0.42601849178881185,False,False,True,9,9
aier.org,0.001082155868888915,0.03611111111111111,0.03160322952710496,0.0013502460976638397,0.836,8.529739937931099e-05,0.5596151082642461,False,False,True,9,9
lebanongasnews.com,0.3744635427140136,0.2777777777777778,0.08996539792387544,2.437817373349293e-06,0.0,1.5437461989433206e-07,0.13859387311098148,False,False,True,9,9
faithofourfathers.net,0.09241287674919267,0.0,0.0,2.7425445450179547e-06,0.0,9.075871232508073e-07,0.14644406114040787,False,False,True,9,9
quieryavenir.fr,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
regex.info,0.011761028933391688,0.041666666666666664,0.035063437139561705,0.000504323469111635,0.621,7.765084201455274e-06,0.49397699868879075,False,False,True,9,9
theobamahustle.wordpress.com,0.6263099538378736,0.027777777777777776,0.0,1.3407995553421111e-05,0.0,5.513851632894983e-08,0.25221459100383264,False,False,True,9,9
theconservativemillennialblog.com,0.09241287674919267,0.0,0.0,1.310326838175245e-05,0.0,9.075871232508073e-07,0.2506823496265912,False,False,True,9,9
powermag.com,0.014712883994369461,0.03611111111111111,0.02168396770472895,0.00019411120835293745,0.638,6.1886395618691805e-06,0.4303408854803881,False,False,True,9,9
dryveup.com,0.014177073599167247,0.09999999999999999,0.06113033448673587,1.2798541210083788e-05,0.354,6.426025033412419e-06,0.24911405222224475,False,False,True,9,9
slobodnaevropa.org,0.009068577076852102,0.041666666666666664,0.029296424452133794,0.00013651777290756042,0.741,1.0097943819785062e-05,0.40688181017034325,False,False,True,9,9
kens5.com,0.012113122345899525,0.030555555555555558,0.02883506343713956,0.00038639405367586294,0.8640000000000001,7.536691239913183e-06,0.476224210509373,False,False,True,9,9
nationalobserver.com,0.010847803972131205,0.03333333333333333,0.022145328719723183,0.00024408646450659797,0.857,8.426563837184211e-06,0.4456097202843738,False,False,True,9,9
texasmonthly.com,0.005060072126474171,0.03888888888888888,0.028604382929642444,0.0007410964814981851,0.83,1.8170427494220284e-05,0.519631279519906,False,False,True,9,9
collegeofcomplexes.org,0.09241287674919267,0.0,0.0,6.703997776710556e-06,0.0,9.075871232508073e-07,0.20601663330017211,False,False,True,9,9
newikis.com,0.3006979397083003,0.027777777777777776,0.0,3.0472717166866165e-05,0.0,2.1491520671711752e-07,0.3069325872444157,False,False,True,9,9
resurgent.com,0.02660680277741634,0.09166666666666666,0.02422145328719723,1.5236358583433083e-05,0.203,3.380858791449443e-06,0.2607346295407552,False,False,True,9,9
rocknrollenglish.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
actionnetwork.org,0.0012777017116360496,0.05277777777777777,0.023990772779700114,0.00013682250007922907,0.552,7.222986174067865e-05,0.4070304157268424,False,False,True,9,9
sacredsexualities.org,0.09241287674919267,0.0,0.0,2.1330902016806315e-06,0.0,9.075871232508073e-07,0.12969406394838032,False,False,True,9,9
allthatsnews.com,0.13984411041057973,0.027777777777777776,0.0,6.399270605041894e-06,0.0,5.684151226459952e-07,0.20291609451858425,False,False,True,9,9
foiamapper.com,0.09241287674919267,0.0,0.0,1.2798541210083788e-05,0.0,9.075871232508073e-07,0.24911405222224475,False,False,True,9,9
