source,target
19709,29738
19709,48360
19709,29712
50893,57711
50893,24408
50893,60309
50893,33516
50893,23039
45150,28682
45150,56515
45150,50887
45150,38671
45150,14072
60916,16015
60916,24132
60916,58129
60916,42122
60916,32682
38202,38202
6681,42063
6681,66022
6681,41059
6681,32592
6681,48648
56487,2724
56487,11691
56487,54086
56487,43434
56487,37510
19104,51790
19104,6581
41435,28638
41435,41562
41435,40619
41435,44914
41435,49167
28947,39224
28947,31086
28947,37787
28947,20852
28947,4380
9145,17452
9145,3
9145,39945
9145,46239
9145,24622
13764,44826
13764,44960
13764,36917
13764,28316
13764,4849
12138,9386
12138,51356
12138,55586
12138,31584
12138,43737
62188,40048
62188,31590
62188,47396
62188,10025
62188,3382
56649,14355
56649,29595
56649,24110
56649,34324
56649,49736
25370,19776
25370,58573
25370,10177
10252,4086
10252,63273
10252,13457
10252,21401
10252,654
39788,31310
39788,58510
39788,14165
39788,27071
39788,45437
48360,11077
48360,10322
48360,31220
48360,30774
48360,19709
1129,40657
7467,44615
7467,47365
7467,20640
7467,3819
7467,7724
22651,7056
22651,56295
22651,47977
22651,35567
22651,1350
27025,7035
27025,24820
27025,45584
27025,63216
27025,46290
61547,19895
61547,18750
61547,19465
61547,42505
61547,41666
33822,25060
33822,42128
33822,47730
33822,37409
23188,58605
23188,42448
23188,15696
23188,44690
23188,3232
34909,916
34909,14351
34909,16442
34909,17665
34909,52730
47814,48529
47814,34774
47814,61619
47814,24035
33380,23909
33380,14156
33380,52730
33380,44953
33380,916
65634,19029
65634,26802
65634,44886
65634,14696
65634,7422
26156,36862
26156,22442
8589,34270
8589,13713
8589,2921
8589,5719
8589,46320
21866,67080
21866,50682
21866,60573
21866,10972
21866,23702
54394,17537
54394,28896
54394,24661
54394,14874
54394,38285
46265,6151
46265,942
46265,5449
46265,12225
46265,31547
3674,50893
3674,45335
3674,61547
3674,33516
3674,59271
38142,12382
38142,24436
38142,50898
38142,3583
38142,15764
28138,64285
28138,41025
28138,47459
28138,50272
28138,46285
2698,22760
2698,51191
2698,65821
2698,55834
2698,67340
14634,14634
14272,50833
14272,40240
14272,42722
14272,41127
14272,60559
5111,2426
5111,57846
5111,13146
5111,61682
5111,1060
916,34909
916,16442
916,23909
916,52730
916,14351
11917,5241
11917,37634
11917,6155
11917,23914
11917,18668
20959,21967
20959,61513
20959,44136
20959,20310
20959,40372
18532,33928
18532,51838
18532,27950
18532,53627
18532,9611
11726,54464
11726,42414
11726,20471
11726,37835
11726,33272
3758,2698
3758,55834
3758,51120
3758,52014
3758,53225
39245,52367
39245,44585
39245,1917
39245,19800
39245,37968
53998,16261
53998,61632
53998,16181
53998,853
53998,34872
53520,36200
53520,13938
53520,14376
53520,49373
53520,45398
10444,46820
10444,9528
10444,35667
10444,65580
41325,23188
41325,16560
41325,12016
41325,40240
41325,3232
7494,24848
7494,14617
7494,34224
7494,44250
7494,13748
66554,31524
66554,64230
66554,34224
66554,12673
66554,3232
6627,18653
6627,53070
6627,53534
6627,42448
6627,55834
27947,33102
27947,9424
27947,28816
27947,15417
27947,57254
12383,41065
12383,1538
12383,20475
12383,61505
12383,20642
60559,14272
60559,4319
60559,43434
60559,18450
60559,42722
31524,34224
31524,12673
31524,66485
31524,64230
31524,66554
7422,53070
7422,25978
7422,18653
7422,31169
7422,6051
39660,33490
39660,26732
39660,37887
39660,39847
39660,1202
53843,50748
53843,31585
53843,36790
53843,25241
53843,4312
14417,2724
14417,15696
14417,61117
14417,23188
14417,56487
4872,58605
4872,57435
4872,4332
4872,18653
4872,6627
63514,46952
63514,43045
63514,38404
63514,43510
63514,49054
6151,40786
6151,35536
6151,48412
6151,942
6151,46265
41039,19753
41039,41245
41039,20536
41039,11177
41039,10590
48648,54946
48648,66022
48648,32592
48648,25028
48648,40144
59271,38749
59271,43377
59271,24909
59271,51790
59271,45072
3278,51979
3278,36823
3278,55834
3278,51822
3278,30036
38196,57041
38196,18161
38196,16980
38196,31275
38196,17707
34024,36130
34024,66326
34024,52766
34024,6736
34024,66580
66120,49650
66120,10328
66120,61219
66120,10603
66120,28849
55834,2698
55834,30036
55834,53534
55834,3351
55834,59305
66379,39765
66379,44756
53534,53070
53534,4332
53534,18653
53534,9833
53534,67340
49673,50049
49673,24598
49673,1519
49673,4872
49673,23756
43865,50569
43865,18471
43865,2827
43865,64961
43865,58668
17905,16009
17905,22421
17905,52881
17905,27625
17905,46583
14351,17665
14351,47491
14351,5397
14351,66862
14351,42729
6090,20978
6090,38179
6090,56933
6090,39834
6090,35771
18124,39828
18124,35719
18124,25747
18124,34082
18124,21513
22128,59184
22128,18653
22128,53070
22128,52367
22128,25876
45072,17056
45072,39156
45072,56688
45072,30861
45072,57157
36823,55834
36823,3278
36823,3351
36823,11380
36823,2698
16181,61717
16181,18653
16181,42559
16181,53070
16181,31169
34037,12520
34037,64383
34037,57065
34037,22379
34037,29381
46896,3314
46896,33799
46896,64718
46896,11551
46896,52521
12619,56046
12619,59465
12619,57433
12619,43968
12619,27541
37414,17162
35677,47835
35677,18049
35677,21746
35677,8661
35677,28209
4819,26104
4819,51170
4819,56333
4819,27045
4819,21527
67294,2676
67294,65037
67294,61717
67294,18653
67294,26340
39310,18486
39310,42958
39310,29453
39310,52014
39310,32784
64230,64262
64230,12673
64230,31524
64230,34224
64230,66554
54253,65459
54253,28238
54253,52594
54253,27845
54253,61723
27856,23204
27856,14555
27856,59606
27856,1898
27856,63353
59407,58935
59407,64741
59407,48608
59407,5529
59407,7415
37409,28796
37409,63024
37409,25060
37409,42655
37409,25198
60534,36957
60534,42765
44585,55641
44585,35680
44585,20857
44585,53076
44585,15858
57728,42096
57728,51120
57728,13594
57728,53116
57728,33623
22379,1796
22379,3429
22379,35906
22379,48245
22379,56403
27071,64839
27071,19753
27071,39788
27071,33794
27071,7332
12225,39997
12225,18441
12225,942
12225,40603
12225,6465
17622,11476
17622,9552
17622,37760
17622,20471
17622,13372
53033,55834
53033,25178
53033,39215
53033,51310
53033,35368
55968,21019
55968,55625
55968,59305
55968,29931
55968,61329
3849,26470
3849,28883
3849,12301
3849,26365
3849,9899
24935,55138
24935,50190
24935,11423
24935,22117
24935,49655
52367,2676
52367,61717
52367,26340
52367,50284
52367,25978
19753,41039
19753,10335
19753,52132
19753,12437
19753,64839
39180,20525
39180,2698
39180,67340
39180,53070
39180,34270
53144,54517
53144,17007
53144,42709
53144,52225
53144,25934
28701,45277
28701,61066
28701,13837
28701,5415
28701,5699
16072,31339
16072,9529
16072,27649
16072,46424
16072,8433
28614,23197
28614,62244
28614,32261
28614,37732
28614,40674
63881,23188
63881,58605
63881,3232
63881,4872
63881,65412
52014,3758
52014,55834
52014,30645
52014,34163
52014,3087
50061,44982
50061,36658
50061,36364
50061,6861
50061,55474
61933,8853
61933,52465
61933,18006
61933,45774
61933,54781
19482,26390
19482,54384
19482,49841
19482,53091
19482,28796
18521,34850
18521,51745
18521,52281
18521,34487
18521,42722
46892,14227
46892,11232
46892,18539
46892,44234
46892,20822
38428,12225
38428,59305
38428,36823
38428,6361
38428,3278
65196,61349
65196,63433
65196,59968
65196,18339
65196,66076
6413,62320
6413,65668
6413,7122
6413,20218
6413,11034
64262,64230
64262,25356
64262,22760
64262,2698
64262,15822
59632,47592
59632,37378
59632,64493
59632,25354
59632,60985
7103,19254
7103,51329
7103,61494
7103,61363
7103,14367
54086,43434
54086,56487
54086,50833
54086,2724
54086,18521
45834,55834
45834,8267
45834,44890
45834,59305
45834,36823
34324,18660
34324,31679
34324,18006
34324,18134
34324,56649
16560,11380
16560,55834
16560,2698
16560,3232
16560,30036
65037,36151
65037,14696
65037,2827
65037,47911
65037,67294
29139,40154
29139,50893
29139,30082
29139,9742
29139,17361
42474,61985
42474,11917
42474,54086
42474,18521
42474,56487
2881,35804
2881,48380
2881,47229
2881,16850
2881,13583
1885,19891
1885,22719
1885,5547
1885,3317
1885,41281
26306,8684
26306,2172
26306,46869
26306,54451
26306,447
51759,3758
51759,16560
51759,3232
51759,3351
51759,55834
59129,55869
59129,45702
59129,47078
59129,29543
59129,36428
23920,23920
6763,39586
6763,66018
6763,56482
6763,4680
6763,15169
45912,65667
45912,45448
45912,55599
45912,30931
45912,48912
8844,23188
8844,8742
8844,12275
8844,44690
8844,17574
29533,37845
29533,13582
29533,11831
29533,61941
29533,63646
35232,48383
35232,812
35232,5332
35232,9015
35232,29976
48412,55487
48412,942
48412,5449
48412,6151
48412,40786
42229,63947
42229,3382
42229,55844
42229,31590
42229,23717
8107,35866
8107,2205
8107,21473
8107,3232
8107,16084
16641,10335
16641,19753
16641,64839
16641,27071
16641,33794
50315,12524
50315,33007
50315,47076
50315,47943
50315,5178
29610,27216
29610,45723
29610,38723
29610,24411
29610,42382
62436,44400
62436,9993
62436,54267
62436,55303
62436,41325
44730,56559
44730,18993
44730,33171
44730,37783
44730,40977
48166,9291
48166,20118
48166,64923
48166,41325
48166,12275
65318,930
65318,36113
65318,63602
65318,51027
65318,23071
10886,10886
51683,29843
51683,50893
51683,57711
51683,45664
51683,44861
23717,42229
23717,31590
23717,55844
23717,8145
23717,17574
46453,11787
46453,44892
46453,66545
46453,59259
46453,64536
50569,43865
50569,18471
50569,13713
50569,2827
50569,853
34655,55415
34655,40385
34655,34270
34655,50182
34655,14758
43900,58696
43900,65432
43900,36692
43900,49877
43900,106
4591,6361
4591,59305
4591,36823
4591,65580
58605,42448
58605,4872
58605,57435
58605,23188
58605,18653
15952,43344
15952,45559
15952,61258
15952,27928
15952,25742
28999,5030
28999,9940
28999,13374
28999,66802
28999,21867
34270,8589
34270,34655
34270,2921
34270,5719
34270,50182
61717,18653
61717,26340
61717,25978
61717,2676
61717,1917
32405,1811
32405,1052
32405,20928
32405,46861
32405,46754
20525,53070
20525,67340
20525,39180
20525,53534
20525,6627
16398,29797
16398,15226
16398,15538
16398,53650
16398,57105
6361,55834
6361,16560
6361,11380
6361,59305
6361,6627
61212,15318
61212,52928
61212,51818
61212,45391
61212,34680
37644,55469
37644,13999
37644,17487
37644,31793
37644,18653
31793,15909
31793,37644
31793,37472
31793,55469
31793,13999
7724,3819
7724,31707
7724,37472
7724,7883
7724,43123
58715,50608
58715,8229
58715,33574
58715,59017
58715,40634
25511,26096
25511,38275
25511,42177
25511,38960
25511,54268
34104,24802
34104,39834
34104,28687
34104,12077
34104,56933
54849,19945
54849,51970
54849,13161
54849,24117
54849,52662
38474,31740
38474,55040
38474,36434
38474,52859
38474,20016
35195,20032
35195,41955
35195,22599
35195,31426
35195,54110
13161,2175
13161,26660
13161,27940
13161,30904
13161,54849
2181,43236
2181,53550
2181,52673
2181,32332
2181,4550
14626,18418
14626,37522
14626,65844
14626,9501
14626,56430
53894,65649
53894,27403
53894,51329
53894,8123
53894,19254
21600,65200
21600,39181
21600,47923
21600,5105
21600,10425
28281,16712
28281,61301
28281,14556
28281,55862
28281,20393
51638,27292
51638,43105
51638,35978
51638,54921
51638,57916
58382,50903
58382,22614
58382,28877
58382,67032
58382,31644
55896,28614
55896,62244
55896,40674
55896,37732
55896,32261
38583,19695
38583,8956
38583,11380
38583,52574
38583,18360
42191,1837
42191,55847
42191,5454
42191,24976
42191,17880
50638,6496
50638,7243
50638,36946
50638,40430
50638,37799
50903,58382
50903,22614
50903,67032
50903,28877
50903,15322
47163,27077
47163,41076
47163,58055
47163,8886
47163,13233
14825,53780
14825,52897
14825,39425
14825,11393
14825,49647
39834,24802
39834,20978
39834,12077
39834,10138
39834,40908
30005,13769
30005,12682
30005,32081
30005,56347
30005,40184
35027,709
35027,15779
35027,5818
35027,8517
35027,5506
9432,49659
9432,18350
9432,62452
9432,44741
9432,3478
29171,64898
29171,35587
29171,61850
29171,11966
29171,26778
2798,65098
2798,4985
2798,14630
2798,19459
2798,65356
24061,38637
24061,12203
24061,21908
24061,7832
24061,17627
5372,41252
5372,890
5372,54900
5372,34363
5372,29889
9671,21158
9671,36319
9671,31235
9671,31442
9671,52217
27940,13161
27940,60563
27940,54849
27940,52662
27940,36413
64549,38344
64549,30632
64549,47879
64549,51268
64549,29932
11030,19945
11030,51491
11030,39852
11030,60100
11030,62939
21219,39487
21219,58089
21219,56604
21219,47270
21219,7655
42414,12275
42414,62397
42414,52747
42414,42765
42414,12645
46395,59657
46395,33135
46395,24668
46395,48133
46395,55133
62161,3671
62161,20039
62161,7140
62161,58605
62161,16560
2968,57435
2968,32002
2968,64797
2968,6627
2968,14163
45687,34781
45687,54675
45687,44425
45687,11680
45687,34357
17783,19299
17783,2889
17783,63438
17783,48842
17783,60875
58833,42751
58833,15367
58833,53416
58833,13211
58833,25050
33611,33195
33611,57090
33611,34365
33611,41949
33611,22852
187,39879
187,8754
187,40702
187,37974
187,20802
32498,29195
32498,38275
32498,7076
32498,26096
32498,21503
3742,2164
3742,37543
3742,22697
3742,14017
3742,47078
40832,53070
40832,18653
40832,9833
40832,31169
40832,25978
29872,59746
29872,17055
29872,53823
29872,54849
29872,57699
465,62739
465,1085
465,3867
465,54120
465,46639
46326,48370
46326,5994
46326,38519
46326,44460
46326,65471
12391,5078
12391,64766
12391,53608
12391,29083
12391,40929
4971,54849
4971,30904
4971,3528
4971,29872
4971,27940
61292,21946
61292,44775
61292,26067
61292,10967
61292,67231
2294,13161
2294,54849
2294,47491
2294,5861
2294,13372
760,12912
760,31676
760,24010
760,15237
760,66407
48180,32043
48180,9539
48180,8469
48180,38027
48180,4038
324,50539
324,6746
324,42386
324,15039
324,15788
1575,49246
1575,21263
1575,66405
1575,47514
1575,43335
10504,50898
10504,26067
10504,57268
10504,20577
10504,27153
56532,14657
56532,33612
56532,18418
56532,37517
56532,6253
30078,31793
30078,65915
30078,15909
30078,53416
30078,57728
8890,26423
8890,66131
8890,19519
8890,63940
8890,44804
52044,52800
52044,27789
52044,36913
52044,31403
52044,32387
51491,19404
51491,60100
51491,10492
51491,14718
51491,58207
23068,31950
23068,63448
23068,56995
23068,57095
23068,6555
26921,365
35888,42559
35888,56139
35888,40913
35888,30070
35888,62315
38424,2537
38424,60169
38424,25558
38424,62099
38424,46011
48245,12634
48245,44870
48245,42631
48245,62164
48245,48285
42807,23485
42807,51578
42807,52141
42807,24154
42807,66819
1397,12382
1397,24037
1397,1809
25329,2269
25329,58982
25329,29691
25329,22788
25329,17818
18461,7852
18461,8667
18461,59960
18461,484
18461,4102
46907,9750
46907,4942
46907,19332
46907,60633
46907,42063
77,38363
77,16213
77,15791
77,14005
77,47347
24800,10620
24800,57145
24800,63092
24800,28589
24800,34180
25865,16896
25865,14835
25865,2698
25865,59305
25865,30703
14398,45216
14398,61667
14398,51154
14398,21008
14398,26829
23449,38041
23449,47397
23449,4332
23449,45107
23449,27746
2606,61022
2606,6013
2606,66864
2606,3336
2606,44536
57673,63230
57673,66582
57673,11288
57673,27809
57673,57699
6227,14094
6227,37190
6227,61205
6227,66330
6227,29492
19874,34680
19874,48619
19874,39384
19874,67064
19874,32569
19029,33385
19029,42784
19029,20757
19029,22055
19029,47620
65399,4251
65399,50775
65399,14423
65399,59531
65399,40144
14285,31908
14285,9253
14285,28484
14285,37987
14285,55129
7557,35183
7557,2437
7557,47289
7557,12123
7557,16006
58451,54573
58451,59776
58451,42193
58451,41001
63647,52354
63647,31484
63647,65915
63647,43662
63647,35459
29194,48555
29194,11888
29194,40144
29194,63569
29194,15142
58406,34404
58406,17211
58406,60733
58406,49303
58406,20278
3186,65218
3186,5398
3186,55711
3186,40454
3186,7508
52663,42156
52663,4244
52663,34394
52663,62618
52663,38589
50337,42528
50337,35978
50337,67308
50337,43135
50337,9938
46717,37987
46717,9253
46717,19696
46717,55129
46717,31908
41216,62939
41216,33511
41216,15631
41216,63387
41216,8434
15142,63569
15142,11888
15142,51435
15142,39616
15142,59435
28180,10705
28180,20567
28180,7064
28180,22252
28180,44170
10177,33862
10177,34203
10177,45898
10177,59596
10177,64286
31908,14285
31908,9253
31908,37987
31908,46717
31908,10159
64326,47379
0,54849
0,59933
0,56334
0,39421
0,64424
31507,57003
31507,29764
31507,43600
31507,59360
31507,41877
14072,23793
14072,39417
14072,1170
14072,13585
14072,50887
61376,7938
61376,8692
61376,48075
61376,51514
61376,43163
36487,22760
36487,51191
36487,65065
36487,2698
36487,18419
55469,49179
55469,17487
55469,49579
55469,37644
55469,31793
27714,11121
27714,56150
27714,54809
27714,25315
27714,58571
1338,17106
1338,16887
1338,30126
1338,57264
1338,29662
39902,59746
39902,12276
39902,20920
39902,62634
39902,15834
56469,10332
56469,66220
56469,35143
56469,3820
56469,62578
60895,8227
60895,53353
60895,39616
60895,63569
60895,15142
3770,15713
3770,13992
3770,36006
3770,4107
3770,21906
47295,58284
47295,40972
47295,38193
47295,35110
47295,66113
48532,2903
48532,51843
48532,29314
48532,56176
48532,6106
48408,15173
48408,23337
48408,33451
48408,24668
48408,51414
28288,47764
28288,51202
28288,31002
28288,4606
28288,48607
51739,4098
51739,43715
51739,31319
51739,28429
51739,5102
22818,2087
22818,63009
22818,10819
22818,4466
22818,62161
49110,3876
49110,48290
49110,55386
49110,59447
49110,44286
29691,21411
29691,37101
29691,67340
29691,4332
29691,57435
18828,29185
18828,17847
18828,45805
18828,56092
18828,60074
10450,61951
10450,36623
10450,3345
10450,9785
10450,43925
52354,31793
52354,63647
52354,22126
52354,31484
52354,15443
16174,21186
16174,13381
16174,28467
16174,2676
16174,41808
1027,37975
1027,452
1027,43170
1027,9972
1027,64203
52662,32002
52662,51970
52662,20755
52662,54849
52662,64797
53964,17769
53964,50795
53964,11991
53964,43051
53964,35230
43302,31451
43302,26809
43302,26435
43302,47045
43302,56390
53479,35312
53479,7724
53479,48821
53479,37472
53479,43006
35980,38074
35980,19660
35980,17397
35980,60714
35980,16174
32002,33562
32002,52662
32002,19945
32002,51970
32002,64797
50502,1589
50502,41982
50502,6088
50502,24332
50502,54179
5284,66375
5284,2428
5284,14930
5284,18797
5284,43558
17791,62260
17791,65355
17791,38437
17791,42911
17791,11466
61555,1452
61555,39214
61555,54252
61555,39425
61555,66301
9478,39566
9478,37346
9478,32709
9478,66500
9478,56279
535,29102
535,5157
535,52346
535,31534
535,40314
7701,48226
7701,43838
7701,2410
7701,8488
7701,53697
28506,36115
28506,34706
28506,31169
28506,57075
28506,41422
21177,1464
21177,52615
21177,49362
21177,7804
21177,52482
1539,64940
1539,58485
1539,25658
1539,59753
1539,15501
53660,1016
53660,47056
53660,842
53660,32180
53660,17855
64126,9552
64126,11476
64126,32002
64126,63151
64126,42830
34456,36411
34456,38788
34456,35483
34456,1190
34456,30550
39470,26354
39470,39101
39470,26383
39470,56513
39470,26998
46908,5621
46908,37585
46908,1895
46908,37428
46908,14531
44761,11288
44761,57673
44761,11869
44761,8014
44761,8350
7124,57265
7124,33026
7124,36309
7124,6608
7124,43169
37472,31793
37472,49579
37472,67340
37472,55469
37472,7724
46254,18056
46254,52941
46254,57212
46254,58651
46254,3282
798,18125
798,3278
798,11380
798,16560
798,38583
28995,54638
28995,38957
28995,24073
28995,20522
28995,36314
36413,24117
36413,54849
36413,64797
36413,57699
36413,30904
55936,2879
55936,12793
55936,15768
55936,5616
55936,46096
6448,15186
6448,46954
6448,27456
6448,10791
6448,49288
17593,47223
17593,65388
17593,66922
17593,60523
17593,6187
62117,9833
62117,4588
62117,53070
62117,18653
62117,61717
20204,2850
20204,3719
20204,64634
20204,57556
20204,52671
10084,2377
10084,31248
10084,62752
10084,62027
10084,20156
53470,57741
53470,22474
53470,64709
53470,17232
53470,6525
42514,8185
42514,63650
42514,8171
42514,52202
42514,27940
24807,53256
24807,66059
24807,54137
24807,54853
24807,5036
26542,18435
26542,48182
26542,16263
26542,4359
26542,57176
57919,28484
57919,41051
57919,44575
57919,10159
57919,14285
55615,9485
55615,7294
55615,44627
55615,7771
55615,6608
35971,16921
35971,5884
35971,30910
37035,62510
37035,6466
37035,37738
37035,49251
37035,44305
55465,63273
55465,35561
55465,46806
55465,30656
55465,8434
26067,50898
26067,59311
26067,10504
26067,35410
26067,57268
11837,19144
11837,6727
11837,54946
11837,7448
11837,1884
36623,61951
36623,43925
36623,10450
36623,7306
36623,3345
16720,14626
16720,2676
16720,21186
16720,45283
16720,61717
33032,57812
33032,12364
33032,26734
33032,25208
33032,63161
8257,31601
8257,13011
8257,17055
8257,52207
8257,31908
64848,15594
64848,1916
64848,23425
64848,3742
64848,23769
3016,35511
3016,50316
3016,53704
3016,63018
3016,6023
2046,41507
2046,24668
2046,17320
2046,48408
2046,18520
37101,21411
37101,53070
37101,18653
37101,29691
37101,7422
24104,27511
24104,30382
24104,47589
24104,35220
24104,38384
48555,29194
48555,17166
48555,11888
48555,36196
48555,3973
49779,17411
49779,27125
49779,63158
49779,61714
49779,19830
3684,10339
3684,9863
3684,15844
3684,50471
3684,12160
5524,43997
5524,10443
5524,29507
5524,42830
5524,41015
38041,27746
38041,63479
38041,23449
38041,36925
38041,64797
29919,52536
29919,39658
29919,24854
29919,10588
29919,6287
65040,52662
65040,2294
65040,24668
65040,28181
65040,62939
13654,55434
13654,2097
13654,1153
13654,34291
13654,64769
40946,41590
40946,8142
40946,59602
40946,53053
40946,54906
15779,5506
15779,17880
15779,60895
15779,8227
15779,33562
18065,57707
18065,65867
18065,6636
18065,37551
18065,13934
4504,32639
4504,64941
4504,50
4504,40509
4504,433
8472,58433
8472,53903
8472,36099
8472,9543
8472,53141
58552,40657
58552,17350
58552,33416
58552,22127
58552,61212
15735,45322
15735,63513
15735,59821
15735,56782
15735,18145
32180,6167
32180,54785
32180,41401
32180,53660
32180,25827
11066,4966
11066,9356
11066,33416
11066,64536
11066,28910
65915,4355
65915,30625
65915,31793
65915,30078
65915,25758
67320,41321
67320,34095
67320,33946
67320,2074
67320,54105
37267,54831
37267,17549
37267,61614
37267,17140
37267,32675
18170,10314
18170,27746
18170,41273
18170,26007
18170,9186
22103,8189
22103,6535
22103,53025
22103,30839
22103,2276
22697,61043
22697,31338
22697,29395
22697,47078
22697,36428
57340,50671
57340,56488
57340,12774
57340,3752
57340,53909
8227,53353
8227,63569
8227,39616
8227,15142
8227,37968
21411,29691
21411,37101
21411,18653
21411,53070
21411,4332
6535,8189
6535,22103
6535,32191
6535,12853
6535,32629
23503,57387
23503,28
23503,13330
23503,37271
23503,26997
30981,66408
30981,16670
30981,37515
30981,3238
30981,43698
50887,56515
50887,38671
50887,28682
50887,45150
50887,5353
46783,56697
46783,53416
46783,31812
46783,46056
46783,25620
11869,11288
11869,8014
11869,57673
11869,44761
11869,8350
18020,64918
18020,17889
18020,40706
18020,51552
18020,20142
15098,15536
15098,17880
15098,5506
15098,50235
15098,51980
15434,4448
15434,42418
15434,50043
15434,56887
15434,8918
19945,60295
19945,32002
19945,62939
19945,15779
19945,51970
47002,49406
47002,8845
47002,4485
47002,40201
47002,31794
47997,52857
47997,26022
47997,6466
47997,44346
47997,53522
17786,61108
17786,63490
17786,17600
17786,28467
17786,21551
48126,5460
48126,10231
48126,5192
48126,2394
48126,16518
28469,66035
28469,61505
28469,20475
28469,34644
28469,56896
50350,43051
50350,44925
50350,1452
50350,35230
50350,17769
31832,60895
31832,2676
31832,33562
31832,39616
31832,8227
11551,64718
11551,46896
11551,14720
11551,5986
11551,2803
18568,59428
18568,46920
18568,5032
18568,39140
18568,7883
23462,26166
23462,67167
23462,39018
23462,44557
23462,12804
37427,3542
37427,8383
37427,17920
37427,14801
37427,7358
59157,36436
59157,21182
59157,36839
59157,53247
59157,29551
46945,60542
46945,66740
46945,50324
46945,20293
46945,20760
47069,22129
47069,40598
47069,60402
47069,31818
47069,2961
8208,60697
8208,53829
8208,61888
8208,7957
8208,51027
40643,62856
40643,24709
40643,32879
40643,62000
40643,32505
15691,58384
15691,43600
15691,33562
15691,32002
15691,40832
30598,8688
30598,2632
30598,59277
30598,62927
30598,63691
46620,19358
46620,19101
46620,58995
46620,60471
46620,38110
33738,41590
33738,59602
33738,9808
33738,61430
33738,39288
62894,40832
62894,8468
62894,15858
62894,67340
62894,65821
31380,4230
31380,47518
31380,16174
31380,53705
31380,36846
40441,58628
40441,63826
40441,36886
40441,10835
40441,22981
43609,52553
43609,45764
43609,49934
43609,40371
43609,18163
46947,47069
46947,2961
46947,53600
46947,40598
46947,22129
41815,37683
41815,33734
41815,22473
41815,43236
41815,17734
62027,10084
62027,2377
62027,62752
62027,31248
62027,11366
17487,49579
17487,55469
17487,49179
17487,37644
17487,36818
45282,34701
45282,26484
45282,58087
45282,34621
45282,42771
32675,21722
32675,20781
32675,18315
32675,52004
32675,20295
12845,37966
12845,66296
12845,10073
12845,65021
12845,19712
49527,60576
49527,47931
